id|title
2601.08482|DiffMM: Efficient Method for Accurate Noisy and Sparse Trajectory Map Matching via One Step Diffusion
2601.08743|TableCache: Primary Foreign Key Guided KV Cache Precomputation for Low Latency Text-to-SQL
2601.09037|Probabilistic Computers for MIMO Detection: From Sparsification to 2D Parallel Tempering
2601.09191|From Performance to Practice: Knowledge-Distilled Segmentator for On-Premises Clinical Workflows
2601.09451|Late Breaking Results: Quamba-SE: Soft-edge Quantizer for Activations in State Space Models
2601.10064|Long-Chain Reasoning Distillation via Adaptive Prefix Alignment
2601.10114|Following the Teacher's Footsteps: Scheduled Checkpoint Distillation for Domain-Specific LLMs
2601.10282|SPIKE: Sparse Koopman Regularization for Physics-Informed Neural Networks
2601.10491|Communication-Efficient Federated Learning by Exploiting Spatio-Temporal Correlations of Gradients
2601.10535|SVII-3D: Advancing Roadside Infrastructure Inventory with Decimeter-level 3D Localization and Comprehension from Sparse Street Imagery
2601.10729|OrbitFlow: SLO-Aware Long-Context LLM Serving with Fine-Grained KV Cache Reconfiguration
2601.10987|Reasoning Distillation for Lightweight Automated Program Repair
2601.11183|Democratizing planetary-scale analysis: An ultra-lightweight Earth embedding database for accurate and flexible global land monitoring
2601.11210|VidLeaks: Membership Inference Attacks Against Text-to-Video Models
2601.11719|jBOT: Semantic Jet Representation Clustering Emerges from Self-Distillation
2601.12904|From Prefix Cache to Fusion RAG Cache: Accelerating LLM Inference in Retrieval-Augmented Generation
2601.13155|Probe and Skip: Self-Predictive Token Skipping for Efficient Long-Context LLM Inference
2601.13214|An AMP-Based Asymptotic Analysis For Nonlinear One-Bit Precoding
2601.13398|Can LLMs Compress (and Decompress)? Evaluating Code Understanding and Execution via Invertibility
2601.13879|Chain-of-Thought Compression Should Not Be Blind: V-Skip for Efficient Multimodal Reasoning via Dual-Path Anchoring
2601.14053|LLMOrbit: A Circular Taxonomy of Large Language Models -From Scaling Walls to Agentic AI Systems
2601.14165|ASBA: A-line State Space Model and B-line Attention for Sparse Optical Doppler Tomography Reconstruction
2601.14279|On the Limits of Learned Importance Scoring for KV Cache Compression
2601.14699|Triage knowledge distillation for speaker verification
2601.15442|A tensor network formalism for neuro-symbolic AI
2601.15644|SuperOcc: Toward Cohesive Temporal Modeling for Superquadric-based 3D Occupancy Prediction
2601.15831|Performance Analysis of Digital Beamforming mmWave MIMO with Low-Resolution DACs/ADCs
2601.16012|Low-Complexity Sparse Superimposed Coding for Ultra Reliable Low Latency Communications
2601.16636|Conformal prediction for full and sparse polynomial chaos expansions
2601.16660|Fast, faithful and photorealistic diffusion-based image super-resolution with enhanced Flow Map models
2601.16697|Sparsity-dependent Complexity Lower Bound of Quantum Linear System Solvers
2601.16734|SeeMPS: A Python-based Matrix Product State and Tensor Train Library
2601.16880|Theory of Minimal Weight Perturbations in Deep Networks and its Applications for Low-Rank Activated Backdoor Attacks
2601.16897|FedSGM: A Unified Framework for Constraint Aware, Bidirectionally Compressed, Multi-Step Federated Optimization
2601.16963|Constrained Symplectic Quantization I: the Quantum Harmonic Oscillator
2601.17042|Interpretable and Sparse Linear Attention with Decoupled Membership-Subspace Modeling via MCR2 Objective
2601.17089|GRASP: Guided Region-Aware Sparse Prompting for Adapting MLLMs to Remote Sensing
2601.17093|The Triangle of Similarity: A Multi-Faceted Framework for Comparing Neural Network Representations
2601.17357|Spectral Geometry for Deep Learning: Compression and Hallucination Detection via Random Matrix Theory
2601.17443|Clustering-driven Memory Compression for On-device Large Language Models
2601.17485|Curvelet-Regularized SPDE Inversion on Piecewise-Planar Fractures with Trace-Graph Coupling
2601.17500|To Case or Not to Case: An Empirical Study in Learned Sparse Retrieval
2601.17668|Fast KVzip: Efficient and Accurate LLM Inference with Gated KV Eviction
2601.17711|CaSNet: Compress-and-Send Network Based Multi-Device Speech Enhancement Model for Distributed Microphone Arrays
2601.17917|Streaming-dLLM: Accelerating Diffusion LLMs via Suffix Pruning and Dynamic Decoding
2601.18545|Tight semidefinite programming relaxations for sparse box-constrained quadratic programs
2601.18619|Scale-Aware Self-Supervised Learning for Segmentation of Small and Sparse Structures
2601.18886|XProvence: Zero-Cost Multilingual Context Pruning for Retrieval-Augmented Generation
2601.19178|CollectiveKV: Decoupling and Sharing Collaborative Information in Sequential Recommendation
2601.20267|SATA: Sparsity-Aware Scheduling for Selective Token Attention
2601.20326|Beyond Speedup -- Utilizing KV Cache for Sampling and Reasoning
2601.20420|Concept Component Analysis: A Principled Approach for Concept Extraction in LLMs
2601.20564|DiffVC-RT: Towards Practical Real-Time Diffusion-based Perceptual Neural Video Compression
2601.20623|When Vision Meets Texts in Listwise Reranking
2601.21109|ChunkWise LoRA: Adaptive Sequence Partitioning for Memory-Efficient Low-Rank Adaptation and Accelerated LLM Inference
2601.21308|A Time-Domain Dual-Edge Asynchronous Pipelined SAR ADC Featuring Reset-Free Quantization at Multi-GS/s
2601.21535|Sparsity for isotropic spherical random fields
2601.21576|Chain Of Thought Compression: A Theoretical Analysis
2601.22045|Urban Neural Surface Reconstruction from Constrained Sparse Aerial Imagery with 3D SAR Fusion
2601.22069|VTC-R1: Vision-Text Compression for Efficient Long-Context Reasoning
2601.22379|SPLA: Block Sparse Plus Linear Attention for Long Context Modeling
2601.22475|Continual Policy Distillation from Distributed Reinforcement Learning Teachers
2601.23259|Geometric Quantization by Paths, Part III: The Metaplectic Anomaly
2602.00247|CAPA: Contribution-Aware Pruning and FFN Approximation for Efficient Large Vision-Language Models
2602.00790|Denoising deterministic networks using iterative Fourier transforms
2602.02579|ProphetKV: User-Query-Driven Selective Recomputation for Efficient KV Cache Reuse in Retrieval-Augmented Generation
2602.06063|Mapping Gemma3 onto an Edge Dataflow Architecture
2602.09039|Efficient Distance Pruning for Process Suffix Comparison in Prescriptive Process Monitoring
2602.15845|KD4MT: A Survey of Knowledge Distillation for Machine Translation
2602.21215|Inference-time Alignment via Sparse Junction Steering
2603.08713|Unveiling the Potential of Quantization with MXFP4: Strategies for Quantization Error Reduction
2603.21012|Consensus-Driven Group Recommendation on Sparse Explicit Feedback: A Collaborative Filtering and Choquet-Borda Aggregation Framework
2603.21024|Query, Decompose, Compress: Structured Query Expansion for Efficient Multi-Hop Retrieval
2604.07351|FedUTR: Federated Recommendation with Augmented Universal Textual Representation for Sparse Interaction Scenarios
2601.00146|Combining datasets with different ground truths using Low-Rank Adaptation to generalize image-based CNN models for photometric redshift prediction
2601.00222|LooC: Effective Low-Dimensional Codebook for Compositional Vector Quantization
2601.00342|Solving nonlinear subsonic compressible flow in infinite domain via multi-stage neural networks
2601.00434|Time--to--Digital Converter (TDC)--Based Resonant Compute--in--Memory for INT8 CNNs with Layer--Optimized SRAM Mapping
2601.00519|A Sparse-Attention Deep Learning Model Integrating Heterogeneous Multimodal Features for Parkinson's Disease Severity Profiling
2601.00566|Low Rank Comes with Low Security: Gradient Assembly Poisoning Attacks against Distributed LoRA-based LLM Systems
2601.00616|Splitting Precoding with Subspace Selection and Quantized Refinement for Massive MIMO
2601.01048|CuFuzz: Hardening CUDA Programs through Transformation and Fuzzing
2601.01141|YODA: Yet Another One-step Diffusion-based Video Compressor
2601.01207|Sparse Bayesian Message Passing under Structural Uncertainty
2601.01268|Accelerated Full Waveform Inversion by Deep Compressed Learning
2601.01431|EdgeNeRF: Edge-Guided Regularization for Neural Radiance Fields from Sparse Views
2601.01507|DiffKD-DCIS: Predicting Upgrade of Ductal Carcinoma In Situ with Diffusion Augmentation and Knowledge Distillation
2601.01684|LACONIC: Dense-Level Effectiveness for Scalable Sparse Retrieval via a Two-Phase Training Curriculum
2601.01757|Sparse Convex Biclustering
2601.01780|LIA: Supervised Fine-Tuning of Large Language Models for Automatic Issue Assignment
2601.01901|FedBiCross: Personalized One-Shot Federated Learning on Medical Images
2601.01922|Efficient temporal prediction of compressible flows in irregular domains using Fourier neural operators
2601.02512|Green LLM Techniques in Action: How Effective Are Existing Techniques for Improving the Energy Efficiency of LLM-Based Applications in Industry?
2601.02553|SimpleMem: Efficient Lifelong Memory for LLM Agents
2601.02569|LoRA-Drop: Temporal LoRA Decoding for Efficient LLM Inference
2601.02605|Beyond Path Loss: Altitude-Dependent Spectral Structure Modeling for UAV Measurements
2601.02712|Transform and Entropy Coding in AV2
2601.03466|Latent Geometry of Taste: Scalable Low-Rank Matrix Factorization for Recommender Systems
2601.03658|Group and Exclusive Sparse Regularization-based Continual Learning of CNNs
2601.03882|Feature-Aware One-Shot Federated Learning via Hierarchical Token Sequences
2601.04236|SmoothSync: Dual-Stream Diffusion Transformers for Jitter-Robust Beat-Synchronized Gesture Generation from Quantized Audio
2601.04264|MemKD: Memory-Discrepancy Knowledge Distillation for Efficient Time Series Classification
2601.04473|Convergence Rates for Learning Pseudo-Differential Operators
2601.04538|A new method for augmenting short time series, with application to pain events in sickle cell disease
2601.05379|EdgeLDR: Quaternion Low-Displacement Rank Neural Networks for Edge-Efficient Deep Learning
2601.05388|Knowledge Distillation of a Protein Language Model Yields a Foundational Implicit Solvent Model
2601.05623|Continual Learning of Achieving Forgetting-free and Positive Knowledge Transfer
2601.06124|Learning Minimally-Congested Drive Times from Sparse Open Networks: A Lightweight RF-Based Estimator for Urban Roadway Operations
2601.06199|FastSLM: Hierarchical Temporal Abstraction for Efficient Long-Form Speech Adaptation
2601.06320|Sensoformer: Robust Sim-to-Real Inference on Variable-Geometry Sensor Sets via Physics-Structured Randomization
2601.06584|Softly Induced Functional Simplicity: Implications for Neural Network Generalisation, Robustness, and Distillation
2601.06677|Plasticity vs. Rigidity: The Impact of Low-Rank Adapters on Reasoning on a Micro-Budget
2601.06867|U-MASK: User-adaptive Spatio-Temporal Masking for Personalized Mobile AI Applications
2601.07048|GPU-Accelerated ANNS: Quantized for Speed, Built for Change
2601.07410|Classification of single-bubble blow-up solutions for Calogero--Moser derivative nonlinear Schrödinger equation
2601.07416|SDHSI-Net: Learning Better Representations for Hyperspectral Images via Self-Distillation
2601.07462|From Sketch to Fresco: Efficient Diffusion Transformer with Progressive Resolution
2601.07608|Recursive Binary Identification with Differential Privacy and Data Tampering Attacks
2601.07632|GeoMotionGPT: Geometry-Aligned Motion Understanding with Large Language Models
2601.07766|TrackHHL: The 1-Bit Quantum Filter for particle trajectory reconstruction
2601.08343|When KV Cache Reuse Fails in Multi-Agent Systems: Cross-Candidate Interaction is Crucial for LLM Judges
2601.08383|Deconstructing Pre-training: Knowledge Attribution Analysis in MoE and Dense Models
2601.08584|Ministral 3
2601.08618|Robust low-rank estimation with multiple binary responses using pairwise AUC loss
2601.09025|Universal Latent Homeomorphic Manifolds: A Framework for Cross-Domain Representation Unification
2601.09043|Horseshoe Mixtures-of-Experts (HS-MoE)
2601.09059|Efficient Multilingual Dialogue Processing via Translation Pipelines and Distilled Language Models
2601.09096|Comparative Assessment of Concrete Compressive Strength Prediction at Industry Scale Using Embedding-based Neural Networks, Transformers, and Traditional Machine Learning Approaches
2601.09185|OrthoGeoLoRA: Geometric Parameter-Efficient Fine-Tuning for Structured Social Science Concept Retrieval on theWeb
2601.09697|Efficient Camera-Controlled Video Generation of Static Scenes via Sparse Diffusion and 3D Rendering
2601.09773|Enhancing LUT-based Deep Neural Networks Inference through Architecture and Connectivity Optimization
2601.09776|TimeSAE: Causal Sparse Decoding for Faithful Explanations of Black-Box Time Series Models
2601.09823|NanoSD: Edge Efficient Foundation Model for Real Time Image Restoration
2601.09924|Composite Bogoliubov Fermi liquid in a half-filled Chern band
2601.10321|An Efficient Long-Context Ranking Architecture With Calibrated LLM Distillation: Application to Person-Job Fit
2601.10701|Communication-Efficient and Privacy-Adaptable Mechanism -- a Federated Learning Scheme with Convergence Analysis
2601.11020|From Interpretability to Performance: Optimizing Retrieval Heads for Long-Context Language Models
2601.11400|Wetland mapping from sparse annotations with satellite image time series and temporal-aware segment anything model
2601.11609|Auxiliary-predicted Compress Memory Model(ApCM Model): A Neural Memory Storage Model Based on Invertible Compression and Learnable Prediction
2601.11660|Zeros can be Informative: Masked Binary U-Net for Image Segmentation on Tensor Cores
2601.11667|Distill-then-Replace: Efficient Task-Specific Hybrid Attention Model Construction
2601.12020|DIAMOND-SSS: Diffusion-Augmented Multi-View Optimization for Data-efficient SubSurface Scattering
2601.12109|Energy-Aware Ensemble Learning for Coffee Leaf Disease Classification
2601.12255|DeepRAHT: Learning Predictive RAHT for Point Cloud Attribute Compression
2601.12423|HOT-POT: Optimal Transport for Sparse Stereo Matching
2601.12525|Approximating splits for decision trees quickly in sparse data streams
2601.13055|VoCodec: An Efficient Lightweight Low-Bitrate Speech Codec
2601.13204|Hierarchical Sparse Vector Transmission for Ultra Reliable and Low Latency Communications
2601.13322|Quantum Circuit Pruning: Improving Fidelity via Compilation-Aware Circuit Approximation
2601.13502|DIS2: Disentanglement Meets Distillation with Classwise Attention for Robust Remote Sensing Segmentation under Missing Modalities
2601.13704|Performance and Complexity Trade-off Optimization of Speech Models During Training
2601.14327|Yuan3.0 Ultra: A Trillion-Parameter Enterprise-Oriented MoE LLM
2601.14690|FeedbackSTS-Det: Sparse Frames-Based Spatio-Temporal Semantic Feedback Network for Moving Infrared Small Target Detection
2601.14724|HERMES: KV Cache as Hierarchical Memory for Efficient Streaming Video Understanding
2601.14980|Parallel Collaborative ADMM Privacy Computing and Adaptive GPU Acceleration for Distributed Edge Networks
2601.15416|DuFal: Dual-Frequency-Aware Learning for High-Fidelity Extremely Sparse-view CBCT Reconstruction
2601.15710|FlexLLM: Composable HLS Library for Flexible Hybrid LLM Accelerator Design
2601.16065|DTP: A Simple yet Effective Distracting Token Pruning Framework for Vision-Language Action Models
2601.16117|Distillation-based Layer Dropping (DLD): Effective End-to-end Framework for Dynamic Speech Networks
2601.16461|Log-Likelihood Loss for Semantic Compression
2601.16703|Dirac-Bergmann algorithm and canonical quantization of $k$-essence cosmology
2601.17124|iFSQ: Improving FSQ for Image Generation with 1 Line of Code
2601.17215|JetFormer: A Scalable and Efficient Transformer for Jet Tagging from Offline Analysis to FPGA Triggers
2601.17364|Parameter Efficient Fine Tuning Llama 3.1 for Answering Arabic Legal Questions: A Case Study on Jordanian Laws
2601.17532|Less is More for RAG: Information Gain Pruning for Generator-Aligned Reranking and Evidence Selection
2601.17702|S$^3$-Attention:Attention-Aligned Endogenous Retrieval for Memory-Bounded Long-Context Inference
2601.17720|Advancing Structured Priors for Sparse-Voxel Surface Reconstruction
2601.17927|RemEdit: Efficient Diffusion Editing with Riemannian Geometry
2601.18229|Breakdown of bosonic Thouless pump due to interaction in a quasiperiodic lattice
2601.18351|An Adaptive Purification Controller for Quantum Networks: Dynamic Protocol Selection and Multipartite Distillation
2601.18475|LoD-Structured 3D Gaussian Splatting for Streaming Video Reconstruction
2601.18539|Hybrid Radar Fusion with Quantization: CRB-Rate Trade-offs and ADC Dynamic Range
2601.18560|AI-enabled Satellite Edge Computing: A Single-Pixel Feature based Shallow Classification Model for Hyperspectral Imaging
2601.19112|Uncertainty-Aware 3D Emotional Talking Face Synthesis with Emotion Prior Distillation
2601.19293|Reinforced Rate Control for Neural Video Compression via Inter-Frame Rate-Distortion Awareness
2601.19368|Divergence-Free Diffusion Models for Incompressible Fluid Flows
2601.19611|Explicit Multi-head Attention for Inter-head Interaction in Large Language Models
2601.19634|AC^2-VLA: Action-Context-Aware Adaptive Computation in Vision-Language-Action Models for Efficient Robotic Manipulation
2601.19690|DSVM-UNet : Enhancing VM-UNet with Dual Self-distillation for Medical Image Segmentation
2601.19897|Self-Distillation Enables Continual Learning
2601.19946|MK-SGC-SC: Multiple Kernel Guided Sparse Graph Construction in Spectral Clustering for Unsupervised Speaker Diarization
2601.20234|MALLOC: Benchmarking the Memory-aware Long Sequence Compression for Large Sequential Recommendation
2601.20332|Window-Diffusion: Accelerating Diffusion Language Model Inference with Windowed Token Pruning and Caching
2601.20687|Positive-Unlabeled Reinforcement Learning Distillation for On-Premise Small Models
2601.20769|Leveraging Second-Order Curvature for Efficient Learned Image Compression: Theory and Empirical Evidence
2601.20802|Reinforcement Learning via Self-Distillation
2601.20909|Leveraging Generative AI for Enhancing Domain-Driven Software Design
2601.21003|Bayesian-LoRA: Probabilistic Low-Rank Adaptation of Large Language Models
2601.21204|Scaling Embeddings Outperforms Scaling Experts in Language Models
2601.21217|A Flexible Empirical Bayes Approach to Generalized Linear Models, with Applications to Sparse Logistic Regression
2601.21283|DUET: Distilled LLM Unlearning from an Efficiently Contextualized Teacher
2601.21349|L2R: Low-Rank and Lipschitz-Controlled Routing for Mixture-of-Experts
2601.21391|Intrinsic Reward Policy Optimization for Sparse-Reward Environments
2601.21420|ConceptMoE: Adaptive Token-to-Concept Compression for Implicit Compute Allocation
2601.21444|APB-V: Accelerating Long-Video Understanding via Sequence-Parallelism-aware Approximate Attention
2601.21467|A block-coordinate descent framework for non-convex composite optimization. Application to sparse precision matrix estimation
2601.21468|MemOCR: Layout-Aware Visual Memory for Efficient Long-Horizon Reasoning
2601.21477|Mean-Field Control on Sparse Graphs: From Local Limits to GNNs via Neighborhood Distributions
2601.21503|MAR: Efficient Large Language Models via Module-aware Architecture Refinement
2601.21673|Multimodal Visual Surrogate Compression for Alzheimer's Disease Classification
2601.21709|Why Attention Patterns Exist: A Unifying Temporal Perspective Analysis
2601.22032|Drive-JEPA: Video JEPA Meets Multimodal Trajectory Distillation for End-to-End Driving
2601.22156|Hybrid Linear Attention Done Right: Efficient Distillation and Effective Architectures for Extremely Long Contexts
2601.22594|Language Model Circuits Are Sparse in the Neuron Basis
2601.22746|UrbanMoE: A Sparse Multi-Modal Mixture-of-Experts Framework for Multi-Task Urban Region Profiling
2601.22795|Sparse or Dense? A Mechanistic Estimation of Computation Density in Transformer-based LLMs
2601.22828|Decomposing and Composing: Towards Efficient Vision-Language Continual Learning via Rank-1 Expert Pool in a Single LoRA
2601.22949|Autonomous Chain-of-Thought Distillation for Graph-Based Fraud Detection
2601.23076|Learning-Based Signal Recovery in Nonlinear Systems with Spectrally Separated Interference
2601.23180|TriSpec: Ternary Speculative Decoding via Lightweight Proxy Verification
2602.00198|SCALED : Surrogate-gradient for Codec-Aware Learning of Downsampling in ABR Streaming
2602.00567|Forget by Uncertainty: Orthogonal Entropy Unlearning for Quantized Neural Networks
2602.00568|Dual-View Predictive Diffusion: Lightweight Speech Enhancement via Spectrogram-Image Synergy
2602.00642|LegalOne: A Family of Foundation Models for Reliable Legal Reasoning
2602.00871|Beyond Output Critique: Self-Correction via Task Distillation
2602.00899|Domain-Adaptive and Scalable Dense Retrieval for Content-Based Recommendation
2602.02508|Precoding-Oriented CSI Feedback Design with Mutual Information Regularized VQ-VAE
2602.02536|From Sparse Decisions to Dense Reasoning: A Multi-attribute Trajectory Paradigm for Multimodal Moderation
2603.05517|Traversal-as-Policy: Log-Distilled Gated Behavior Trees as Externalized, Verifiable Policies for Safe, Robust, and Efficient Agents
2601.00256|Equivariant Cohomology, BRST Quantization, and Analytic Localization: A Unified Framework
2601.00357|Traffic-MoE: A Sparse Foundation Model for Network Traffic Security Analysis
2601.00359|Efficient Prediction of Dense Visual Embeddings via Distillation and RGB-D Transformers
2601.00426|RMAAT: Astrocyte-Inspired Memory Compression and Replay for Efficient Long-Context Transformers
2601.00428|Interpretable ML Under the Microscope: Performance, Meta-Features, and the Regression-Classification Predictability Gap
2601.00504|MotionPhysics: Learnable Motion Distillation for Text-Guided Simulation
2601.00525|Optimizing LSTM Neural Networks for Resource-Constrained Retail Sales Forecasting: A Model Compression Study
2601.00543|ECR: Manifold-Guided Semantic Cues for Compact Language Models
2601.00549|CoCo-Fed: A Unified Framework for Memory- and Communication-Efficient Federated Learning at the Wireless Edge
2601.00583|HFedMoE: Resource-aware Heterogeneous Federated Learning with Mixture-of-Experts
2601.00926|MACA: A Framework for Distilling Trustworthy LLMs into Efficient Retrievers
2601.01322|LinMU: Multimodal Understanding Made Linear
2601.01325|Optimal estimators and tests for reciprocal effects
2601.02199|Topological States Enabled by Non-local Nonlinearity in Synthetic Dimensions
2601.02236|CD4LM: Consistency Distillation and aDaptive Decoding for Diffusion Language Models
2601.02281|InfiniteVGGT: Visual Geometry Grounded Transformer for Endless Streams
2601.02739|Mitigating Prompt-Induced Hallucinations in Large Language Models via Structured Reasoning
2601.02963|Soliton Pumping in the Rice-Mele Model with On-Cell Kerr Nonlinearity
2601.02967|MoE Adapter for Large Audio Language Models: Sparsity, Disentanglement, and Gradient-Conflict-Free
2601.03211|Fine-tuning Small Language Models as Efficient Enterprise Search Relevance Labelers
2601.03495|Cyberattack Detection in Virtualized Microgrids Using LightGBM and Knowledge-Distilled Classifiers
2601.03595|Controllable LLM Reasoning via Sparse Autoencoder-Based Steering
2601.03717|MIND: From Passive Mimicry to Active Reasoning through Capability-Aware Multi-Perspective CoT Distillation
2601.03928|FocusUI: Efficient UI Grounding via Position-Preserving Visual Token Selection
2601.04036|Analyzing and Improving Cross-lingual Knowledge Transfer for Machine Translation
2601.04086|KDCM: Reducing Hallucination in LLMs through Explicit Reasoning Structures
2601.04229|Noncommutative spaces as quantized constrained Hamiltonian systems
2601.04237|SAGE-32B: Agentic Reasoning via Iterative Distillation
2601.04342|ReHyAt: Recurrent Hybrid Attention for Video Diffusion Transformers
2601.04366|Machine Learning Model for Sparse PCM Completion
2601.04709|Bridging Temporal and Textual Modalities: A Multimodal Framework for Automated Cloud Failure Root Cause Analysis
2601.04855|Rethinking GNNs and Missing Features: Challenges, Evaluation and a Robust Solution
2601.04885|CuMA: Aligning LLMs with Sparse Cultural Values via Demographic-Aware Mixture of Adapters
2601.04912|Decentralized Privacy-Preserving Federal Learning of Computer Vision Models on Edge Devices
2601.05136|State integrals for the quantized $\operatorname{SL}_2(\mathbb{C})$ Chern-Simons invariant
2601.05144|Distilling the Thought, Watermarking the Answer: A Principle Semantic Guided Watermark for Large Reasoning Models
2601.05157|Learning Mixture Models via Efficient High-dimensional Sparse Fourier Transforms
2601.05200|Multivector Reranking in the Era of Strong First-Stage Retrievers
2601.05296|MoEBlaze: Breaking the Memory Wall for Efficient MoE Training on Modern GPUs
2601.05407|Interactive Distillation for Cooperative Multi-Agent Reinforcement Learning
2601.05474|Efficient Differentiable Causal Discovery via Reliable Super-Structure Learning
2601.05505|FlashMem: Distilling Intrinsic Latent Memory via Computation Reuse
2601.05875|Estimating optimal interpretable individualized treatment regimes from a classification perspective using adaptive LASSO
2601.05910|Multi-task Modeling for Engineering Applications with Sparse Data
2601.06163|Forget-It-All: Multi-Concept Machine Unlearning via Concept-Aware Neuron Masking
2601.06466|SecureDyn-FL: A Robust Privacy-Preserving Federated Learning Framework for Intrusion Detection in IoT Networks
2601.06597|Understanding and inverse design of implicit bias in stochastic learning: a geometric perspective
2601.06637|Efficient Aspect Term Extraction using Spiking Neural Network
2601.06790|SecMoE: Communication-Efficient Secure MoE Inference via Select-Then-Compute
2601.06792|Cross-Modal Computational Model of Brain-Heart Interactions via HRV and EEG Feature
2601.07092|Efficient Visual Question Answering Pipeline for Autonomous Driving via Scene Region Compression
2601.07155|Stable On-Policy Distillation through Adaptive Target Reformulation
2601.07161|Blues for Alice: The Interplay of Neo-Riemannian and Cadential Viewpoints
2601.07281|Covariance-Driven Regression Trees: Reducing Overfitting in CART
2601.07354|Semantic Compression of LLM Instructions via Symbolic Metalanguages
2601.07469|Knowledge Distillation for LLM-Based Human Activity Recognition in Homes
2601.07507|High-Rank Structured Modulation for Parameter-Efficient Fine-Tuning
2601.07613|GAP-Net: Calibrating User Intent via Gated Adaptive Progressive Learning for CTR Prediction
2601.07935|Towards Specialized Generalists: A Multi-Task MoE-LoRA Framework for Domain-Specific LLM Adaptation
2601.08044|LUT-Compiled Kolmogorov-Arnold Networks for Lightweight DoS Detection on IoT Edge Devices
2601.08128|Embedded AI Companion System on Edge Devices
2601.08165|Representation Learning with Semantic-aware Instance and Sparse Token Alignments
2601.08215|Towards Principled Design of Mixture-of-Experts Language Models under Memory and Inference Constraints
2601.08421|Coverage Improvement and Fast Convergence of On-policy Preference Learning
2601.08816|MemRec: Collaborative Memory-Augmented Agentic Recommender System
2601.09031|Generalizable Geometric Prior and Recurrent Spiking Feature Learning for Humanoid Robot Manipulation
2601.09159|LLMs Meet Isolation Kernel: Lightweight, Learning-free Binary Embeddings for Fast Retrieval
2601.09350|See More, Store Less: Memory-Efficient Resolution for Video Moment Retrieval
2601.09461|Analysis of the Maximum Prediction Gain of Short-Term Prediction on Sustained Speech
2601.09527|Private LLM Inference on Consumer Blackwell GPUs: A Practical Guide for Cost-Effective Local Deployment in SMEs
2601.09603|Linear Complexity Self-Supervised Learning for Music Understanding with Random Quantizer
2601.09684|Disentangling Task Conflicts in Multi-Task LoRA via Orthogonal Gradient Projection
2601.09698|COMPOSE: Hypergraph Cover Optimization for Multi-view 3D Human Pose Estimation
2601.09703|ShortCoder: Knowledge-Augmented Syntax Optimization for Token-Efficient Code Generation
2601.09855|Thinking Long, but Short: Stable Sequential Test-Time Scaling for Large Reasoning Models
2601.10043|Instruction Finetuning LLaMA-3-8B Model Using LoRA for Financial Named Entity Recognition
2601.10402|Toward Ultra-Long-Horizon Agentic Science: Cognitive Accumulation for Machine Learning Engineering
2601.10639|STEM: Scaling Transformers with Embedding Modules
2601.10823|Mugi: Value Level Parallelism For Efficient LLMs
2601.10872|Locally sparse varying coefficient mixed model with application to longitudinal microbiome differential abundance
2601.10995|GP-DHT: A Dual-Head Transformer with Contras-tive Learning for Predicting Gene Regulatory Rela-tionships across Species from Single-Cell Data
2601.11182|From Knots to Knobs: Towards Steerable Collaborative Filtering Using Sparse Autoencoders
2601.11207|LoRA as Oracle
2601.11219|SDFLoRA: Selective Decoupled Federated LoRA for Privacy-preserving Fine-tuning with Heterogeneous Clients
2601.11461|Smooth SCAD: A Raised Cosine SCAD Type Thresholding Rule for Wavelet Denoising
2601.12145|Threshold Differential Attention for Sink-Free, Ultra-Sparse, and Non-Dispersive Language Modeling
2601.12161|Streaming Operator Inference for Model Reduction of Large-Scale Dynamical Systems
2601.12223|${\bf \frac{h}{e}}$ flux quantization in metals due to Berry phase coherence
2601.12307|Rethinking the Value of Multi-Agent Workflow: A Strong Single Agent Baseline
2601.12310|Survival is the Only Reward: Sustainable Self-Training Through Environment-Mediated Selection
2601.12432|SkeFi: Cross-Modal Knowledge Transfer for Wireless Skeleton-Based Action Recognition
2601.12842|SCULPT: Constraint-Guided Pruned MCTS that Carves Efficient Paths for Mathematical Reasoning
2601.12865|Proxy Robustness in Vision Language Models is Effortlessly Transferable
2601.12879|Hierarchical Sparse Circuit Extraction from Billion-Parameter Language Models through Scalable Attribution Graph Decomposition
2601.13251|Beyond Cosine Similarity: Taming Semantic Drift and Antonym Intrusion in a 15-Million Node Turkish Synonym Graph
2601.13525|More Than Efficiency: Embedding Compression Improves Domain Adaptation in Dense Retrieval
2601.13628|PRIMAL: Processing-In-Memory Based Low-Rank Adaptation for LLM Inference Accelerator
2601.13745|Variational Dual-path Attention Network for CSI-Based Gesture Recognition
2601.13992|"The Whole Is Greater Than the Sum of Its Parts": A Compatibility-Aware Multi-Teacher CoT Distillation Framework
2601.14157|ConceptCaps: a Distilled Concept Dataset for Interpretability in Music Models
2601.14173|Penalizing Localized Dirichlet Energies in Low Rank Tensor Products
2601.14249|Which Reasoning Trajectories Teach Students to Reason Better? A Simple Metric of Informative Alignment
2601.14256|Implicit Neural Representation Facilitates Unified Universal Vision Encoding
2601.14290|Project Aletheia: Verifier-Guided Distillation of Backtracking for Small Language Models
2601.14448|Gaussian Based Adaptive Multi-Modal 3D Semantic Occupancy Prediction
2601.14619|Maximum Edge-based Quasi-Clique: Novel Iterative Frameworks
2601.14803|Efficient Beamforming for Discrete SIM-Aided Multiuser Systems Under Statistical CSI
2601.14933|Rank-one Riemannian Subspace Descent for Nonlinear Matrix Equations
